"Date/Time","Optimal Electric Demand kWh (Student 013 > Electric Meter) [(kWh)]","Predicted Electric Demand kWh (Student 013 > Electric Meter) [(kWh)]"
"2016-04-30 09:00:00",82.10625,81.6237625
"2016-04-30 17:00:00",68.71125,71.1809125
"2016-05-01 01:00:00",69.21375,72.702425
"2016-05-01 09:00:00",73.41,72.9971375
"2016-05-01 17:00:00",74.005,66.510925
"2016-05-02 01:00:00",72.9875,76.0712625
"2016-05-02 09:00:00",139.335,157.1253625
"2016-05-02 17:00:00",169.65,181.2938375
"2016-05-03 01:00:00",93.81625,97.3107
"2016-05-03 09:00:00",138.52125,138.160825
"2016-05-03 17:00:00",168.14875,177.275175
"2016-05-04 01:00:00",93.48125,96.0329875
"2016-05-04 09:00:00",144.68625,145.540675
"2016-05-04 17:00:00",176.59875,181.9710875
"2016-05-05 01:00:00",94.42625,94.584125
"2016-05-05 09:00:00",134.1825,136.838575
"2016-05-05 17:00:00",155.27375,168.5494375
"2016-05-06 01:00:00",83.105,87.75435
"2016-05-06 09:00:00",116.955,134.1171875
"2016-05-06 17:00:00",134.78875,161.6435875
"2016-05-07 01:00:00",80.8575,90.0066625
"2016-05-07 09:00:00",71.29,70.605425
"2016-05-07 17:00:00",72.62625,76.525125
"2016-05-08 01:00:00",70.915,64.442125
"2016-05-08 09:00:00",71.675,73.66905
"2016-05-08 17:00:00",66.0425,67.6013625
"2016-05-09 01:00:00",71.105,80.4834875
"2016-05-09 09:00:00",170.65875,193.066675
"2016-05-09 17:00:00",186.85875,233.8821625
"2016-05-10 01:00:00",102.54625,142.4156
"2016-05-10 09:00:00",134.7,141.613975
"2016-05-10 17:00:00",165.49625,175.5033
"2016-05-11 01:00:00",85.23625,91.0905
"2016-05-11 09:00:00",125.13,136.701075
"2016-05-11 17:00:00",163.34,175.5665125
"2016-05-12 01:00:00",89.7475,90.7010375
"2016-05-12 09:00:00",141.95,139.43055
"2016-05-12 17:00:00",179.01375,180.8268
"2016-05-13 01:00:00",94.3425,95.1473125
"2016-05-13 09:00:00",132.82125,135.7385625
"2016-05-13 17:00:00",149.0025,160.8080375
"2016-05-14 01:00:00",81.97875,87.747475
"2016-05-14 09:00:00",72.02,73.9044375
"2016-05-14 17:00:00",68.1925,74.064925
"2016-05-15 01:00:00",67.67125,73.41965
"2016-05-15 09:00:00",75.55,74.22335
"2016-05-15 17:00:00",71.7425,65.925975
"2016-05-16 01:00:00",71.0575,84.423375
"2016-05-16 09:00:00",160.31625,189.7001625
"2016-05-16 17:00:00",173.78625,196.104075
"2016-05-17 01:00:00",104.305,97.1582
"2016-05-17 09:00:00",148.15,153.49345
"2016-05-17 17:00:00",191.40375,200.7309875
"2016-05-18 01:00:00",96.25875,92.9558
"2016-05-18 09:00:00",137.36,141.118025
"2016-05-18 17:00:00",186.54,189.40455
"2016-05-19 01:00:00",98.80625,94.8902625
"2016-05-19 09:00:00",121.4725,135.2077
"2016-05-19 17:00:00",134.95125,154.8780125
"2016-05-20 01:00:00",77.73375,87.3401375
"2016-05-20 09:00:00",123.9975,137.05155
"2016-05-20 17:00:00",154.31875,171.7916125
"2016-05-21 01:00:00",85.42,94.8563875
"2016-05-21 09:00:00",76.4125,77.265425
"2016-05-21 17:00:00",73.69375,71.1872125
"2016-05-22 01:00:00",66.06375,65.1431375
